desired_wfh_days,planned_wfh_days,predicted_dissatisfaction,nearest_quarter_desired,nearest_quarter_planned,nearest_cell_n
0.08333333333333333,0.08333333333333333,0.10707792334445573,0.0,0.0,3767
0.08333333333333333,0.16666666666666666,0.1071295572667659,0.0,0.25,0
0.08333333333333333,0.25,0.10719705126902988,0.0,0.25,0
0.08333333333333333,0.3333333333333333,0.10728040535124767,0.0,0.25,0
0.08333333333333333,0.41666666666666663,0.10737961951341925,0.0,0.5,0
0.08333333333333333,0.5,0.1074946937555447,0.0,0.5,0
0.08333333333333333,0.5833333333333333,0.10762562807762391,0.0,0.5,0
0.08333333333333333,0.6666666666666666,0.10777242247965695,0.0,0.75,0
0.08333333333333333,0.75,0.10793507696164377,0.0,0.75,0
0.08333333333333333,0.8333333333333333,0.10811359152358441,0.0,0.75,0
0.08333333333333333,0.9166666666666666,0.1083079661654789,0.0,1.0,113
0.08333333333333333,1.0,0.10851820088732715,0.0,1.0,113
0.08333333333333333,1.0833333333333333,0.10874429568912924,0.0,1.0,113
0.08333333333333333,1.1666666666666665,0.1089862505708851,0.0,1.25,0
0.08333333333333333,1.25,0.10924406553259478,0.0,1.25,0
0.08333333333333333,1.3333333333333333,0.10951774057425832,0.0,1.25,0
0.08333333333333333,1.4166666666666665,0.10980727569587562,0.0,1.5,0
0.08333333333333333,1.5,0.11011267089744675,0.0,1.5,0
0.08333333333333333,1.5833333333333333,0.11043392617897166,0.0,1.5,0
0.08333333333333333,1.6666666666666665,0.1107710415404504,0.0,1.75,0
0.08333333333333333,1.75,0.11112401698188297,0.0,1.75,0
0.08333333333333333,1.8333333333333333,0.11149285250326932,0.0,1.75,0
0.08333333333333333,1.9166666666666665,0.11187754810460948,0.0,2.0,90
0.08333333333333333,2.0,0.11227810378590344,0.0,2.0,90
0.08333333333333333,2.083333333333333,0.1126945195471512,0.0,2.0,90
0.08333333333333333,2.1666666666666665,0.11312679538835285,0.0,2.25,0
0.08333333333333333,2.25,0.11357493130950824,0.0,2.25,0
0.08333333333333333,2.333333333333333,0.11403892731061746,0.0,2.25,0
0.08333333333333333,2.4166666666666665,0.11451878339168046,0.0,2.5,22
0.08333333333333333,2.5,0.11501449955269727,0.0,2.5,22
0.08333333333333333,2.583333333333333,0.11552607579366794,0.0,2.5,22
0.08333333333333333,2.6666666666666665,0.11605351211459239,0.0,2.75,69
0.08333333333333333,2.75,0.11659680851547066,0.0,2.75,69
0.08333333333333333,2.833333333333333,0.11715596499630271,0.0,2.75,69
0.08333333333333333,2.9166666666666665,0.11773098155708855,0.0,3.0,51
0.08333333333333333,3.0,0.11832185819782831,0.0,3.0,51
0.08333333333333333,3.083333333333333,0.11892859491852178,0.0,3.0,51
